,Derived,Derived
,0.0,27.9
ADPtn,0.0,8.025110302200801e-06
ATPtn,0.0,0.0
FACOAE140,0.0,0.0
FACOAL260,0.0,0.0
GLCter,0.0,0.0
DAGL_PP,0.0,0.0
M4MPDOLter,0.0,0.0
M7MASNBterg,0.0,0.0
MANter,0.0,0.0
MIPCS124_SC,0.0,0.0
MIPCS126_SC,0.0,0.0
MIPCS224_SC,0.0,0.0
MIPCS226_SC,0.0,0.0
MIPCS324_SC,2.9110293701373545e-07,1.0343085408980096e-07
MIPCS326_SC,1.8452590939047479e-07,1.0071676111167805e-07
NADH2_u6mh,3.967383264677444,8.435487604601535
NDPK10,0.0,0.0
NTP10,0.0,0.0
NTP5,0.0,0.0
NTP7,0.0,0.0
NTP9,0.0,0.0
SPHK21c,-1.0402301918936644e-06,-4.748162285924382e-06
POLYPPE,0.0,0.0
NDP11,0.0,0.0
PHEPYRAT,0.0,0.0
NDP10,0.0,0.0
MAGL_PP,0.0,0.0
CERASE116,-2.2162426387432636e-07,-1.7066409886204903e-07
CERASE118,0.0,0.0
CERASE16d4,-2.3366634649014867e-07,-5.084236605498165e-07
CERASE18d4,-8.065638454035157e-07,-4.239738625374566e-06
CERASE124,0.0,0.0
CERASE126,0.0,0.0
PYDXNDH,0.0,0.0
NDP12,0.0,0.0
LSERDHr2,0.0,0.0
GLCCERS16d4,0.0,0.0
GLCCERS16d8,9.049403094756322e-08,3.884354421190481e-08
GLCCERS16m9,8.788406648609697e-08,3.772324634375913e-08
GLCCERS18,3.37158566981223e-08,1.447215199259533e-08
GLCCERS18d4,5.222981512945882e-08,2.2419060261956188e-08
GLCCERS18d8,3.440421574614644e-07,1.4767622366006852e-07
GLCCERS18m9,9.179290799826951e-07,3.940107256616912e-07
CERS116,0.0,0.0
CERS118,2.3963666657642127e-06,0.0
CER4DS16,0.0,0.0
CER4DS18,0.0,-2.4847741261779276e-06
CER4DS2d16,2.2162426387432636e-07,1.7066409886204903e-07
CER4DS2d18,1.9202945524872153e-06,1.882876472212199e-06
PYDXS,0.0,0.0
TYRPYRAT,0.0,0.0
OPMT1,0.0,0.0
OPMT2,0.0,0.0
HCO3DH,0.0,0.0
FAcoaRavge,0.003578161437910786,0.003895860120399577
FARavge,0.0,0.0
STERYLEST,0.0,0.0
Nglycmann,0.0,0.0
Oglycmann,0.0,0.0
FACOAL180p,0.0,0.0
FACOAL181p,0.0,0.0
FACOAL182p,0.0,0.0
FACOAL183p,0.0,0.0
FACOAL240,0.0,0.0
PTE141x,0.0,0.0
PTE161x,0.0,0.0
PTE181x,0.0,0.0
PTE182x,0.0,0.0
PTE183x,0.0,0.0
PTE260x,0.0,0.0
DESAT182,0.0007657265477129082,0.0008337140657655095
POLYPPX,0.0,0.0
CER8DS16,8.432241079760169e-08,1.8347318476993217e-07
CER8DS18,2.289838830463089e-07,4.982353076257977e-07
CER8DS2d16,1.783780974336602e-07,7.656679055566394e-08
CER8DS2d18,1.4109344850518413e-06,8.658091037257076e-07
CER9MET16,8.788406648609697e-08,3.772324634375913e-08
CER9MET18,9.179290799826951e-07,3.940107256616912e-07
SBPP3er,0.0,0.0
SGPL12,-1.0402301918936644e-06,-4.748162285924382e-06
HXDCEALR,-1.0402301918936644e-06,-4.748162285924382e-06
CERavg,3.8068808486501896e-06,8.283213759364884e-06
CERS2d16,2.2162426387432636e-07,1.7066409886204903e-07
CERS2d18,1.9540104091853374e-06,1.8973486242047942e-06
CERS424,9.418412318288979e-08,4.042573812078882e-08
CERS426,8.449101577575556e-08,3.6265281026219496e-08
GLCCERavg,1.5262950067054008e-06,6.551449521319751e-07
IPC116PLC_PP,0.0,0.0
IPC118PLC_PP,-2.1474285063808026e-07,0.0
IPC424PLC_PP,0.0,0.0
IPC426PLC_PP,0.0,0.0
IPCavg,2.1582196044028166e-06,9.263532794040905e-07
IPCS116_PP,0.0,0.0
IPCS118_PP,0.0,9.217215130070701e-08
IPCS424_PP,9.418412318288979e-08,4.042573812078882e-08
IPCS426_PP,8.449101577575556e-08,3.6265281026219496e-08
mip2c424plc_pp,0.0,0.0
mip2c426plc_pp,0.0,0.0
MIP2Cavg,8.523571854705262e-08,3.6584343416728575e-08
mip2cs424_pp,9.12022188453463e-10,3.914524745589958e-10
mip2cs426_pp,0.0,0.0
mipc424plc_pp,0.0,0.0
mipc426plc_pp,0.0,0.0
MIPCavg,4.1561885294276273e-07,1.7839057276612792e-07
MIPCS424_SC,1.5624929582627265e-08,6.706478750479924e-09
MIPCS426_SC,9.60079550297782e-09,4.120822230897555e-09
SPHLIPIDS,0.0,0.0
SPHS1Pter,0.0,0.0
OGLYCOStg,0.0,0.0
CHITINtg,0.0,0.0
MANNANtg,0.0,0.0
FARCOAtm,0.0,0.0
FACOAtm,0.0,0.0
CLPNtm,0.0,0.0
DEDOLPP,0.0,0.0
DEDOLS,0.0,0.0
NADHter,0.001137619737868062,0.0017513774146397478
NADter,-0.001137619737868062,-0.0017513774146397478
NADPHter,0.001137619737868062,0.0017130756313291117
NADPter,-0.001137619737868062,-0.0017130756313291117
GPAILter,0.0,0.0
PI34BP4P_PP,0.0,0.0
12DGRter,0.0,0.0
PEter,0.0,0.0
PAter,0.0,0.0
DUDPtn,0.0,0.0
MI13456Ptn,0.0,0.0
PMI23456PH,0.0,0.0
PMI23456PS,0.0,0.0
PMI12456PH,0.0,0.0
PMI12456PS,0.0,0.0
DPMI2346PH1,0.0,0.0
DPMI2346PS1,0.0,0.0
DPMI2346PH5,0.0,0.0
DPMI2346PS5,0.0,0.0
DPMI1246PH3,0.0,0.0
DPMI1246PS3,0.0,0.0
DPMI1246PH5,0.0,0.0
DPMI1246PS5,0.0,0.0
DNADtn,0.0,0.0
DOLter,0.0,0.0
2HBO,0.0,0.0
2HBt2,0.0,0.0
34HPPt2p,0.0,0.0
3C4MOPtm,0.017473022343408893,0.0034904387830212245
4ABUTNtm,0.0,0.0
4ABUTtm,0.0,0.0
4H2OGLTtm,0.0,0.0
4H2OGLTtp,0.0,0.0
4HPRO_LTtm,0.0,0.0
8AONNt2,0.0,0.0
AABTN,0.0,0.0
AACTOOR,0.0,0.0
AASAD2,0.015343908925291076,0.003281777965676238
ACCOAtn,0.0,0.0
ACRNtp,0.0,0.0
ACtp,0.0,0.0
ADEtm,0.0,0.0
AHMMPS,0.0,0.0
AKGt2n,0.0,0.0
AKGtp,0.0,0.0
AOBUTDs,0.0,0.0
APRTO2,0.0,0.0
ARAB1D2,0.0,0.0
ARAB_Dt,0.0,0.0
ARGt2m,0.0,0.0
ASNt2m,0.0,0.0
CBPSn,0.0,0.0
CBPtn,0.0,0.0
CDPtn,0.0,0.0
CITtap,0.0,0.0
CITtcp,0.0,0.0
CMPN,0.0,0.0
CO2tp,0.0,0.0
COAtn,0.0,0.0
CRNtp,0.0,0.0
CYSTtp,0.0,0.0
DADPtn,0.0,-8.025110302200801e-06
DANNt2,0.0,0.0
DCDPtn,0.0,0.0
DDPAm,0.020140089397414983,0.0
DESAT14,0.0,0.0
DESAT18_2,0.0017354082973867315,0.001889492158393795
DGDPtn,0.0,0.0
DGGH,0.0,0.0
DIAT,0.0,0.0
DNTPPA,0.0,0.0
DOLPt2er,-0.039156686189254844,-0.004688916966339799
DPCOAKm,0.0,0.0
DUMPtn,0.0,0.0
E4HGLUtm,0.0,0.0
E4HGLUtp,0.0,0.0
E4Ptm,0.020140089397414983,0.0
FA100tp,0.0,0.0
FA120tp,0.0,0.0
FA80tp,0.0,0.0
FMNATm,0.0,0.0
FMNRx,0.0,0.0
FORtrn,0.0,0.0
FRUK,0.0,0.0
FTHFL2,0.0,0.0
G13MTg,0.0,0.0
G16MTg,0.0,0.0
G6PDA,0.0,0.0
GDPtg,0.0,0.0
GDPtn,0.0,0.0
GGLGH,0.0,0.0
GLNt2n,0.0,0.0
GLUt2n,0.0,0.0
GLXtp,0.0,0.0
GLYAT,0.0,0.0
GSNK,0.0,0.0
GSNtm,0.0,0.0
GUAtm,0.0,0.0
H2O2tn,0.0,-8.025110302200801e-06
HCYSt2p,0.0,0.0
HYPOE,0.0,0.0
IND3ACtm,0.0,0.0
INSK,0.0,0.0
Kt2,0.0,0.0
LCAD,0.0,0.0
L_LACtm,0.0,0.0
LYSt2m,0.0,0.0
HISt2m,0.0,0.0
MALOAAtp,0.0,0.0
MANNANter,-0.039156686189254844,-0.004688916966339799
MELIBt2,0.0,0.0
MGSA,0.0,0.0
MINOHPtn,0.0,0.0
NABTNO,0.0,0.0
NADNm,0.0,0.0
NADPPPSm,0.0,0.0
NADtn,0.0,0.0
NDP4,0.0,0.0
NH4tn,0.0,0.0
NMNt2m,0.0,0.0
NMNt2p,0.0,0.0
NTD10,0.0,0.0
NTD3,0.0,0.0
NTD5,0.0,0.0
NTD7,0.0,0.0
NTP4,0.0,0.0
OBDHc,0.0,0.0
PAK_PP,0.0,0.0
PAN4Ptm,0.0,0.0
PAPtm,0.0,0.0
PHCHGS,0.0,0.0
PHEt2m,0.0,0.0
PI3P4K_PP,0.0,0.0
PIt2n,0.0,0.0
PIt2p,0.0,0.0
PNP,0.0,0.0
PPND,0.0,0.0
PRPPtm,-1.7771207283034793e-07,0.0
PTD1INOtn_SC,0.0,0.0
PTPATim,0.0,0.0
PYDAMK,0.0,0.0
PYDXK,0.0,0.0
PYDXNK,0.0,0.0
PYNP2r,0.0,0.0
PYRt2p,0.0,0.0
QULNtm,0.0,3.983203534885134e-08
RIBFLVtm,0.0,0.0
SHSL1,0.0,0.0
SHSL4r,0.0,0.0
SPMDAT1,0.0,0.0
SUCRt2,0.0,0.0
TMDK1,0.0,0.0
TMN,0.0,0.0
MPK,0.0,0.0
TREHv,0.0,0.0
TRPt2m,0.0,0.0
TYRt2m,0.0,0.0
UMPtn,0.0,0.0
XYLTD_D,0.0,0.0
ACOHT,0.0,0.0
NFORTYRS,0.0,0.0
COAHLm,0.0,0.0
PSPH1Pter,0.0,0.0
SPH1Pter,0.0,0.0
2MBACt,0.0,0.0
ACESt,0.0,0.0
IAMACt,0.0,0.0
IBUTACt,0.0,0.0
PHEACt,0.0,0.0
TAURt,0.0,0.0
FRDPtm,0.0,0.0
AMPtn,0.0,0.0
ASPt5n,0.0,0.0
MI145Ptn,0.0,0.0
PI4Ptn,0.0,0.0
23CAMPH,0.0,0.0
AC2MBTOHT,0.0,0.0
AC2PHETOHT,0.0,0.0
ACIAMOHT,0.0,0.0
ACIBUTOHT,0.0,0.0
PECTH,0.0,0.0
5AOPt2,0.0,0.0
ABUTt2r,0.0,0.0
AKGt2r,0.0,0.0
ARAB1D1,0.0,0.0
CBASPtn,0.0,0.0
CERH124,0.0,3.281728204561409e-06
CERH126,1.7427718908955122e-06,0.0
CERS2d24,0.0,0.0
CERS2d26,0.0,0.0
CERS324,2.350442334441036e-06,2.821834277034394e-06
CERS326,1.641330371892678e-06,1.7100542020313208e-06
CITt2r,0.0,0.0
CYOR_u6m,4.917428994807325,10.137312992097053
DNMPPA,0.0,0.0
FACOAL240p,0.0,0.0
FACOAL260p,0.0,0.0
FAO182p_even_even,0.0,0.0
FAO182p_even_odd,0.0,0.0
FAO182p_odd_odd,0.0,0.0
OCDCYAt,0.0,0.0
PAPt,0.0,0.0
PDE2,0.0,0.0
pla2_2e,0.0,0.0
SBTD_D2,0.0,0.0
SBTD_L,0.0,0.0
SBTR,0.0,0.0
PDXPHT,0.0,0.0
E4PDH,0.0,0.0
EPISTESTH_Ppe,0.0,0.0
ERGSTESTH_Ppe,0.0,0.0
FECOSTESTH_Ppe,0.0,0.0
LANOSTESTH_Ppe,0.0,0.0
ZYMSTESTH_Ppe,0.0,0.0
plbpc_ppe2,0.0,0.0
CERS124er,0.0,0.0
CERS126er,0.0,0.0
CERASE124er,0.0,0.0
CERASE126er,0.0,0.0
CERASE224er,0.0,0.0
CERASE226er,0.0,0.0
PTE12x,0.0,0.0
MN1PP,0.0,0.0
MN6PR,0.0,0.0
MNDH,0.0,0.0
PDX5PSYN,0.0,0.0
CERS224er,0.0,0.0
CERS226er,0.0,0.0
IPC124PLC_PP,0.0,0.0
IPC126PLC_PP,0.0,0.0
IPC224PLC_PP,0.0,0.0
IPC226PLC_PP,0.0,0.0
IPC324PLC_PP,0.0,0.0
IPC326PLC_PP,0.0,0.0
IPCS124_PP,0.0,0.0
IPCS126_PP,0.0,0.0
IPCS224_PP,3.668973327484789e-08,1.574800574986954e-08
IPCS226_PP,2.956760858031859e-08,1.269103992783604e-08
IPCS324_PP,1.2182740790651855e-06,5.013922229217982e-07
IPCS326_PP,9.811247653755545e-07,4.426337565397278e-07
MIP2C124PLC_PP,0.0,0.0
MIP2C126PLC_PP,0.0,0.0
MIP2C224PLC_PP,0.0,0.0
MIP2C226PLC_PP,0.0,0.0
MIP2C324PLC_PP,0.0,-2.1515252363378076e-08
MIP2C326PLC_PP,0.0,2.1515252363378076e-08
MIP2CS124_PP,0.0,0.0
MIP2CS126_PP,0.0,0.0
MIP2CS224_PP,0.0,0.0
MIP2CS226_PP,0.0,0.0
MIP2CS324_PP,5.012712607752164e-08,0.0
MIP2CS326_PP,3.4196570281077514e-08,3.619289094216958e-08
MIPC124PLC_PP,0.0,0.0
MIPC126PLC_PP,0.0,0.0
MIPC224PLC_PP,0.0,0.0
MIPC226PLC_PP,0.0,0.0
MIPC324PLC_PP,0.0,0.0
MIPC326PLC_PP,0.0,0.0
PYMDSYN,0.0,0.0
ALADt2r,0.0,0.0
EPISTt,0.0,0.0
PHEDt2r,0.0,0.0
ALADO,0.0,0.0
PHEDO,0.0,0.0
13BGHe,0.0,0.0
2DDA7Ptm,-0.020140089397414983,0.0
2OXOADPtim,0.0,0.0
34HPLFM,0.0,0.0
34HPPt2m,0.0,0.0
3OPHB_5tm,0.0,0.0
4ABZtm,8.8856036634426e-08,1.991601767646973e-08
4HBZCOAFm,0.0,0.0
4HBZFm,0.0,0.0
4HGLSDm,0.0,0.0
4HTHRS,0.0,0.0
AASAD1,0.0,0.0
ACACT1m,0.006826251563428184,0.010508383983944535
ACALDt,0.0,0.0
ACP1e,0.0,0.0
ACRNtm,0.0,0.0
ACSm,0.0,0.0
ACSp,0.0,0.0
ACt2e,0.0,0.0
ADEt2,0.0,0.0
ADK1,0.09507181208374954,0.0175535281728894
ADK3,0.0,0.0
ADK3m,0.0,0.0
ADK4,0.0,0.0
ADK4m,0.0,0.0
ADNt2,0.0,0.0
AHSERL,0.0,0.0
AKGDam,0.6777266949800761,1.6501797673020806
AKGMAL,0.0,0.0
ALAt2r,0.0,0.0
ALATA_Lm,0.0,0.0
ALDD20xm,0.0,0.0
ALDD20y,0.0,0.0
ALDD20ym,0.0,0.0
ALDD2y,0.0,0.0
ALDD2ym,0.0,0.0
ALLTTti,0.0,0.0
AMETt2,0.0,0.0
AMID,0.0,0.0
AMID2,0.0,0.0
AMPN,0.0,0.0
ARAB_Lt,0.0,0.0
ARABR,0.0,0.0
ARGt2r,0.0,0.0
ARMT,0.0,0.0
ASNNe,0.0,0.0
ASNt2r,0.0,0.0
ASPt2m,0.0,0.0
ASPt2n,0.0,0.0
ASPt2r,0.0,0.0
ATHRDHr,0.0,0.0
ATPATF2,0.0,0.0
ATPATF3,0.0,0.0
ATPH1,0.0,0.0
ATPS,0.0,0.0
ATPS3g,0.0,0.0
ATPtm_H,12.001573029786247,25.288794551459354
BTNt2i,8.88560366359673e-08,1.991601767457959e-08
CHLt2,0.0,0.0
CHTNDA,0.0,0.0
CITtbm,-0.020140089397414983,0.0
CO2tn,0.0,0.0
COUCOAFm,0.0,0.0
CRNt,0.0,0.0
CRNtim,0.0,0.0
CSNt2,0.0,0.0
CTPS2,0.0,0.0
CYSt2r,0.0,0.0
CYSTLp,0.0,0.0
CYTDt2,0.0,0.0
DADNt2,0.0,0.0
DCTPD,0.0,0.0
DCYTD,0.0,0.0
DCYTt2,0.0,0.0
DESAT16,0.00011807932745105595,0.00012856338397318603
DESAT18,0.0,0.0
DGSNt2,0.0,0.0
DHFRim,0.0,0.0
DHNPTtm,8.8856036634426e-08,1.991601767646973e-08
DHPSm,8.8856036634426e-08,1.991601767646973e-08
DHPTtm,-8.8856036634426e-08,-1.991601767646973e-08
DINSt2,0.0,0.0
D_LACtm,0.0,0.0
DOLK,0.0,0.0
dolpmmer,0.039156686189254844,0.004688916966339799
DPGM,0.0,0.0
DPRm,0.0,0.0
DRBK,0.0,0.0
DROPPRy,1.777120732719346e-07,3.983203534915918e-08
DRTPPD,1.777120732719346e-07,3.983203534915918e-08
DTTPt,0.0,0.0
DURIK1,0.0,0.0
DURIt2,0.0,0.0
DXHPScm,0.0,0.0
EHGLATm,0.0,0.0
EHGLATp,0.0,0.0
ERGSTt,0.0,0.0
ERGSTter,0.001137619737868062,0.0017130756313291117
ERGTETROLter,0.001137619737868062,0.0017130756313291117
ETHAt,0.0,0.0
FA141COAabcp,0.0,0.0
FA161COAabcp,0.0,0.0
FACOAL100p,0.0,0.0
FACOAL120p,0.0,0.0
FACOAL140,0.0,0.0
FACOAL140p,0.0,0.0
FACOAL141,0.0,0.0
FACOAL141p,0.0,0.0
FACOAL160p,0.0,0.0
FACOAL161,0.0,0.0
FACOAL161p,0.0,0.0
FACOAL80p,0.0,0.0
FAO141p_even,0.0,0.0
FAO141p_odd,0.0,0.0
FAO161p_even,0.0,0.0
FAO161p_odd,0.0,0.0
FAO181p_even,0.0,0.0
FAO181p_odd,0.0,0.0
FBA2,0.0,0.0
FBA3,0.0,0.0
FOLD3m,0.0,0.0
FRDcm,0.0,0.0
FRUt2,0.0,0.0
FUMt2r,0.0,0.0
G12MT1g,0.0,0.0
G12MT2g,0.0,0.0
G3PCt,0.0,0.0
G5SD2,0.0,0.0
G6PI,0.0,0.0
GALt2,0.0,0.0
GAM6Pt,0.0,0.0
GCALDt,0.0,0.0
GCALDtm,-8.8856036634426e-08,-1.991601767646973e-08
GCC2am,0.0,0.0
GCC2cm,0.0,3.3483350215598584
GK2,0.00047440730006430396,0.0
GLCt1,1.0,1.0
GLNt2r,0.0,0.0
GLUK,0.0,0.0
GLUt2r,0.0,0.0
GLYCLm,0.00019775667203823853,0.00043262374851156906
GLYOXm,0.0,0.0
GLYt2r,0.0,0.0
GSNt2,0.0,0.0
GTHOXti,0.0,0.0
GTHP,0.0,0.0
GTHRDt2,0.0,0.0
GTMLT,0.0,0.0
GUAt2r,0.0,0.0
H2Oter,-0.001137619737868062,-0.0017513774146397478
H2Otn,0.0,-8.025110302200801e-06
HCITSn,0.0,0.0
HCO3E,0.24927794648526003,0.09854472861716586
HCO3Em,0.0,0.0
HCO3En,0.0,0.0
HDCAt,0.0,0.0
HDCEAt,0.0,0.0
HICITDm,0.015343908925291076,0.003281777965676238
HISt2r,0.0,0.0
HMGCOASm,-0.006826251563428184,-0.010508383983944535
HMPK1,0.0,0.0
HPROb,0.0,0.0
HPROxm,0.0,0.0
HPROym,0.0,0.0
HXANt2r,0.0,0.0
ICDHxm,0.7161921998323264,1.6487009372218577
ICDHym,0.05180298504649719,0.010702769676925173
ICDHyp,0.0,0.0
ID3ACALDt,0.0,0.0
ID3ACALDtm,0.0,0.0
ILEt2r,0.0,0.0
ILETAm,-0.008121037213165143,-0.0049108519566116995
INDPYRD,0.0,0.0
INSt2,0.0,0.0
INSTt2,0.0,0.0
IPPSm,0.017473022343408893,0.0034904387830212245
ITCOALm,0.0,0.0
LEUt2r,0.0,0.0
LEUTAm,0.0,0.0
L_LACt2r,0.0,0.0
LSERDHr,0.0,0.0
LYSt2r,0.0,0.0
MALt2r,0.0,0.0
MALTt2,0.0,0.0
MANt2,0.0,0.0
ME2m,0.007659770489350537,0.0
METt2r,0.0,0.0
MEVK2,0.0014560384997963378,0.0
MEVK3,0.0,0.0
MEVK4,0.0,0.0
MHPGLUT,0.0,0.0
MI1345PKn,0.0,0.0
MI1456PKn,0.0,0.0
MI145P6Kn,0.0,0.0
MI145PKn,0.0,0.0
MMETt2,0.0,0.0
MTAP,0.0,0.0
MTHFC,0.018391970082093635,0.0014502359064362167
MTHFCm,0.00019775667203823853,0.00043262374851156906
NADH2_u6cm,0.2651766928977215,0.051363620705810915
NADH2_u6m,0.0,0.0
NAt3_1,0.0,0.0
NDP1,0.0,0.0
NDP3g,0.0,0.0
NDPK9,0.0,0.0
NMNTP,0.0,0.0
NNDPRm,0.0,3.983203534885134e-08
NNMT,0.0,0.0
NTD2,0.0,0.0
NTRLASE2,0.0,0.0
NTRLASE3,0.0,0.0
O2ter,0.001137619737868062,0.0017513774146397478
OCDCAt,0.0,0.0
OHPBAT,0.0,0.0
OMCDCm,0.017473022343408893,0.0034904387830212245
ORNt2r,0.0,0.0
OXAGm,0.015343908925291076,0.003281777965676238
OXO2Ctm,0.0,0.0
P5CR,0.0,0.0
PANTtm,0.0,0.0
PAtm_PP,4.849233185789755e-05,6.763726283670249e-05
PDE3,0.0,0.0
PDE5,0.0,0.0
PDX5PO,0.0,0.0
pepat,0.0,0.0
PFK_2,0.0,0.0
PFK_3,0.0,0.0
PGAMT,0.0,0.0
PHEt2r,0.0,0.0
PIt2m,11.98128764110533,25.288591560006772
PMI12346PH,0.0,0.0
PMI1346PH,0.0,0.0
PNTOt2,0.0,0.0
POLYAO,0.0,0.0
POLYAO2,0.0,0.0
PPNCL2,3.66701747453639e-06,0.0
PROt2r,0.0,0.0
PSPHPL,0.0,0.0
PTE2x,0.0,0.0
PUNP1m,0.0,0.0
PUNP3m,0.0,0.0
PUNP7,0.0,0.0
PYAM5PO,0.0,0.0
PYDXNO,0.0,0.0
PYDXO,0.0,0.0
PYR5CDm,0.0,0.0
PYRt2,0.0,0.0
PYRt2m,0.88723203037064,1.705075943580607
QUILSYN,0.0,0.0
RBFKm,0.0,0.0
RIBFLVt2,0.0,0.0
RNDR1n,0.0,8.025110302200801e-06
RNDR2n,0.0,0.0
RNDR3n,0.0,0.0
RNDR4n,0.0,0.0
RNMK,0.0,0.0
RNTR1,0.00047440730006430396,0.0
RNTR2,0.0,0.0
RNTR3,0.0,0.0
RNTR4,0.0,0.0
SBT_Lt,0.0,0.0
SERt2r,0.0,0.0
SLFAT,0.006800891993370601,0.0010469400015692795
SPHPL,1.0402301918936644e-06,4.748162285924382e-06
SQ23EPXter,0.001137619737868062,0.0017513774146397478
SQLter,0.001137619737868062,0.0017513774146397478
SRB_Lt,0.0,0.0
SUCCt2r,0.0,0.0
SUCD2_u6m,0.677725984131783,1.6501796079739393
T4HCINNMFM,0.0,0.0
THIORDXi,0.0,8.064942337549651e-06
