Rxn,Method,Equation,Geweke Fails,Rhat,ESS-Bulk,ESS-Tail,Rhat Fails,ESS-Bulk Fails
CO2t,Consensus,C0.1,4,1.0540967781225374,883.8647907559263,1047.1111089014835,True,False
Ex_co2,Consensus,C0.1,4,1.0540967781225374,883.8647907559263,1039.011912097836,True,False
NADPPPS,Consensus,0.0,4,1.014070023780921,622.2424141747988,1007.9767678541187,True,False
ACONTm,Consensus,0.0,4,1.0124347734562695,666.8956525528391,685.6431761048008,True,False
NADK,Consensus,0.0,4,1.0140354129538576,623.0464863265404,1004.4852069795571,True,False
NNDPR,Consensus,0.0,2,1.0107779988226073,780.5953488143141,1273.9274921506349,True,False
FACOAL140p,Consensus,0.9,0,1.0130516663430595,3092.3608466534542,4288.060098153672,True,False
CYSTtp,Consensus,1.9,2,1.0113643297730976,1956.4022470716511,1065.2299929512071,True,False
HCYSt2p,Consensus,1.9,2,1.0113643297730976,1956.4022470716525,1065.2299929512076,True,False
PYRt2p,Consensus,1.9,2,1.0113643297730976,1956.4022470716525,1065.2299929512076,True,False
CYSTLp,Consensus,1.9,2,1.0113643297730976,1956.4022470716511,1065.2299929512071,True,False
HACDp20,Consensus,1.9,0,1.0332712870048135,151.10831547126773,762.8871418526884,True,True
HACDp22,Consensus,1.9,0,1.0341360260008698,138.3420897193052,774.689746812042,True,True
KATp20,Consensus,1.9,0,1.0332712870048135,151.10831547126773,762.8871418526884,True,True
KATp22,Consensus,1.9,0,1.0341360260008698,138.3420897193052,774.689746812042,True,True
ACOAO20p,Consensus,1.9,0,1.0332712870048135,151.10831547126773,762.8871418526884,True,True
ACOAO22p,Consensus,1.9,0,1.0341360260008698,138.3420897193052,774.689746812042,True,True
ECOAH9p,Consensus,1.9,0,1.0332712870048135,151.10831547126773,762.8871418526884,True,True
ECOAH10p,Consensus,1.9,0,1.0341360260008698,138.3420897193052,774.689746812042,True,True
NH4tp,Consensus,1.9,2,1.0113643297730976,1956.4022470716525,1065.2299929512076,True,False
CO2t,Consensus,1.9,4,1.0730934154282181,66.95158942298954,481.22599130439687,True,True
Ex_co2,Consensus,1.9,4,1.0730934154282181,66.9515894229893,483.3395218702409,True,True
FAE1_20,Consensus,1.9,0,1.0339132555639792,147.3096981243323,772.2081223070944,True,True
FAE1_22,Consensus,1.9,0,1.034606165597582,137.60944345545627,772.0253776976552,True,True
FAE2_20,Consensus,1.9,0,1.0339132555639792,147.3096981243323,772.2081223070944,True,True
FAE2_22,Consensus,1.9,0,1.034606165597582,137.60944345545627,772.0253776976552,True,True
FAE3_20,Consensus,1.9,0,1.0339132555639792,147.3096981243323,772.2081223070944,True,True
FAE3_22,Consensus,1.9,0,1.034606165597582,137.60944345545627,772.0253776976552,True,True
FAE4_20,Consensus,1.9,0,1.0339132555639792,147.3096981243323,772.2081223070944,True,True
FAE4_22,Consensus,1.9,0,1.034606165597582,137.60944345545627,772.0253776976552,True,True
FA220COAabcp,Consensus,1.9,4,1.0864562952620493,41.03484726738198,659.0129862570191,True,True
FA180tpc,Consensus,1.9,2,1.0165721588276004,1239.7457775944504,1040.4315850202768,True,False
GLCt1,Consensus,5.9,0,1.4285821345567746,9.000085755614935,60.95558886196115,True,True
HEX1,Consensus,5.9,0,1.4285821345567746,9.000085755614935,60.95558886196115,True,True
Ex_glc_D,Consensus,5.9,0,1.4285821345567746,9.000085755614935,97.18849517103007,True,True
PYDXK,Consensus,7.9,3,1.025454103913426,887.0511310083,1332.6145061988666,True,False
PDXPHT,Consensus,7.9,3,1.0173337233762398,1037.2454395185887,1672.0514474734325,True,False
E4PDH,Consensus,7.9,3,1.0127943669528505,855.8777480317992,1683.6378179356734,True,False
PDX5PSYN,Consensus,7.9,3,1.0127943669528505,855.8777480317992,1683.6378179356734,True,False
GLCt1,Consensus,7.9,4,1.076334866842961,49.43982900421721,512.3301003375018,True,True
OHPBAT,Consensus,7.9,3,1.0127943669528505,855.8777480317992,1683.6378179356734,True,False
PDX5PO,Consensus,7.9,1,1.0123006248302595,898.9332326224607,1659.384285174227,True,False
ACPpds,Consensus,7.9,1,1.0154106411855393,921.7299364893316,1436.360261443716,True,False
ACPS1,Consensus,7.9,1,1.0154106411855393,921.7299364893316,1436.360261443716,True,False
HEX1,Consensus,7.9,4,1.076334866842961,49.43982900421721,512.3301003375018,True,True
Ex_glc_D,Consensus,7.9,4,1.076334866842961,49.43982900421717,517.6634413695963,True,True
E4PDH,Consensus,9.9,0,1.011105493766604,783.8403103750297,1284.3119614626205,True,False
PDX5PSYN,Consensus,9.9,0,1.011105493766604,783.8403103750297,1284.3119614626205,True,False
GLCt1,Consensus,9.9,4,1.164302946039892,20.759550409865824,612.3760150562422,True,True
OHPBAT,Consensus,9.9,0,1.011105493766604,783.8403103750297,1284.3119614626205,True,False
PDX5PO,Consensus,9.9,0,1.011105493766604,783.8403103750297,1284.3119614626205,True,False
RNTR3,Consensus,9.9,4,1.0126773623876364,644.3516778693729,874.4640160807883,True,False
CTPS1,Consensus,9.9,1,1.0180568719811995,1003.0821231719142,756.3407228404724,True,False
CYTK2,Consensus,9.9,4,1.0227013407032393,692.875769596131,784.1802291315591,True,False
DCMPDA,Consensus,9.9,3,1.0158462826727401,888.2561088813296,782.2098293957088,True,False
HEX1,Consensus,9.9,4,1.164302946039892,20.759550409865824,612.3760150562422,True,True
NDPK7,Consensus,9.9,4,1.0125885487612905,709.1829067044229,777.7196778624361,True,False
RNDR3,Consensus,9.9,3,1.025447381893038,629.6159304340779,826.8703476043344,True,False
RNDR4,Consensus,9.9,3,1.015292812306127,919.1917705194373,894.4969578429459,True,False
Ex_glc_D,Consensus,9.9,4,1.164302946039892,20.75955040986584,623.0942179392737,True,True
rvHHVAA,Consensus,9.9,3,1.0113186974986987,801.2487050691709,882.9001057701424,True,False
Ex_vHHV,Consensus,9.9,3,1.0113186974986987,801.2487050691709,882.9001057701424,True,False
FACOAL260,Consensus,13.9,1,1.0114542283928238,948.3137039055081,1480.1601632545555,True,False
GLCt1,Consensus,13.9,3,1.1326341626421101,22.79716255773135,810.4800057790596,True,True
HEX1,Consensus,13.9,3,1.1326341626421101,22.79716255773135,810.4800057790596,True,True
Ex_glc_D,Consensus,13.9,3,1.1326341626421101,22.797162557731358,788.8937122027812,True,True
SK_glycogen_c,Consensus,13.9,4,1.280419525469264,11.282345533092421,92.76254062959607,True,True
GLCt1,Consensus,16.9,4,1.2833773406515292,11.758433915693733,283.6734987044367,True,True
FACOAL160,Consensus,16.9,4,1.016281052795857,241.0406299405927,5000,True,True
HEX1,Consensus,16.9,0,1.2143978753706113,14.237266766992853,226.92908244030585,True,True
Ex_glc_D,Consensus,16.9,4,1.2833773406515292,11.758433915693736,221.9114540646739,True,True
SK_glycogen_c,Consensus,16.9,4,1.053964156767636,98.8907092003015,898.9174020913905,True,True
PHEPYRAT,Consensus,19.9,0,1.0114554625352583,2493.2727127471503,4146.569717052419,True,False
ADK3,Consensus,19.9,0,1.0101877093116716,2087.162988553617,4012.4153741875516,True,False
GLCt1,Consensus,19.9,2,1.061064335012809,1304.6267326343252,2054.1252803742345,True,False
HISTD,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
HISTD1,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
4HBZtm,Consensus,19.9,0,1.0123044115706157,2505.257509025165,2386.629004068662,True,False
ADSL1r,Consensus,19.9,0,1.0106296114832827,2349.793695618963,3504.9885879903977,True,False
ADSS,Consensus,19.9,0,1.0106296114832827,2349.793695618963,3504.9885879903977,True,False
ATPPRT,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
CHRPL,Consensus,19.9,0,1.0123044115706157,2505.257509025165,2386.629004068662,True,False
HEX1,Consensus,19.9,2,1.0611172329880005,1307.28959139317,2063.0026434888377,True,False
HISTP,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
HSTPT,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
IG3PS,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
IGPDH,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
MTHFD,Consensus,19.9,0,1.0177619444649342,398.57202915557474,955.9701763103776,True,True
PRAMPC,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
PRATPP,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
PRMICIi,Consensus,19.9,0,1.0101420676456747,2771.4244661867847,3323.665604932197,True,False
PRPPS,Consensus,19.9,0,1.0103223324506796,2773.1991965609955,2985.7113325779806,True,False
Ex_glc_D,Consensus,19.9,2,1.0610643350128088,1304.6267326343245,2061.3810829267723,True,False
SK_glycogen_c,Consensus,19.9,1,1.4036343339934327,10.087762061875509,90.09141847706772,True,True
PAN4Ptm,Consensus,23.9,4,1.0116282218610346,1353.6020497894046,1247.9987223777846,True,False
PAPtm,Consensus,23.9,4,1.0116282218610346,1353.6020497894046,1247.9987223777846,True,False
COAHLm,Consensus,23.9,4,1.0116282218610346,1353.6020497894046,2953.0624273022645,True,False
DPRm,Consensus,23.9,0,1.0159357211854638,1803.8173663025113,2051.3679210851174,True,False
GLCt1,Consensus,23.9,2,1.2794903557648685,11.477532450185995,1366.2237437645547,True,True
PANTtm,Consensus,23.9,0,1.0159357211854638,1803.817366302501,3452.3521163952546,True,False
2DHPtm,Consensus,23.9,0,1.0159357211854638,1803.8173663025113,2051.3679210851174,True,False
DPR,Consensus,23.9,0,1.019031139486315,1272.3399101323453,2051.367921085118,True,False
HEX1,Consensus,23.9,2,1.2794903557648685,11.477532450185995,1366.2237437645547,True,True
Ex_glc_D,Consensus,23.9,2,1.2794903557648685,11.477532450185992,1463.59867546856,True,True
SK_glycogen_c,Consensus,23.9,1,1.4091205677513619,9.023634998183566,66.5164001235767,True,True
DESAT18_2,Consensus,27.9,0,1.012469965791062,3715.623795262491,4291.060225525479,True,False
MGSA,Consensus,27.9,0,1.0101587849685159,3349.295203089233,933.1216282006403,True,False
DESAT16,Consensus,27.9,0,1.0107513500716505,2525.0955866246945,3495.1233232845807,True,False
FA161COAabcp,Consensus,27.9,0,1.0133538318439503,2697.364488006418,2134.3031179038135,True,False
FAO161p_odd,Consensus,27.9,0,1.0128092621808324,2334.0310729582784,2641.99478235355,True,False
GLCt1,Consensus,27.9,2,1.207433520666225,26.020428109454443,2171.5481114060267,True,True
GLUt7m,Consensus,27.9,0,1.0107432395426723,3258.4286487370387,3668.457615114545,True,False
TRDOXtp,Consensus,27.9,0,1.0147264029919512,650.5978572778635,1263.7071119899167,True,False
TRDRDtp,Consensus,27.9,0,1.0147264029919512,650.5978572778635,4749.171915810259,True,False
THIORDXp,Consensus,27.9,0,1.0147264029919512,650.5978572778635,4749.171915810259,True,False
PUTA3,Consensus,27.9,0,1.0120373290996036,2802.7413306405697,3905.8660755650776,True,False
G5SADsm,Consensus,27.9,0,1.0120373290996036,2802.7413306405665,3237.1999701171635,True,False
LGTHL,Consensus,27.9,0,1.0101587849685159,3349.295203089233,933.1216282006403,True,False
3MOPtm,Consensus,27.9,0,1.0128512439612465,3538.3598482610273,3189.4657669643225,True,False
DHFRi,Consensus,27.9,1,1.01225014097693,2194.1270243695153,2380.4303356174605,True,False
DPR,Consensus,27.9,0,1.0114951927828693,1863.9769819611297,2142.1613624610436,True,False
GLYOX,Consensus,27.9,0,1.0101587849685159,3349.295203089233,933.1216282006403,True,False
HEX1,Consensus,27.9,0,1.174873827004904,28.222154402497473,2432.6213380484883,True,True
ILETA,Consensus,27.9,0,1.0128512439612465,3538.3598482610273,3189.4657669643225,True,False
TRDR,Consensus,27.9,0,1.0127021181744507,2460.1786712353232,2516.4305477133244,True,False
D_LACDcm,Consensus,27.9,0,1.0101587849685159,3349.295203089233,933.1216282006403,True,False
Ex_glc_D,Consensus,27.9,2,1.207433520666225,26.02042810945445,2175.732783407656,True,True
FACOAL140p,Derived,C0.1,0,1.013068588182182,597.6476449759652,1698.4164838632603,True,False
NADDP,Derived,C0.1,1,1.0108552813925362,483.0455384431898,745.7664238889355,True,False
CO2t,Derived,C0.1,4,1.0160987823434442,443.34854085322365,717.031113572139,True,False
NMNAT,Derived,C0.1,2,1.0100081122157607,545.478909206954,730.2340520952459,True,False
Ex_co2,Derived,C0.1,4,1.0160987823434442,443.3485408532237,717.031113572139,True,False
5AOPt2,Derived,C0.1,4,1.0172770665695807,398.372183900868,558.7117240466562,True,True
4ABUTNtm,Derived,0.0,4,1.1112645519806432,29.290709611480526,457.75688145797164,True,True
4ABUTtm,Derived,0.0,4,1.111264551980643,29.29070961148055,25.705745847276095,True,True
AABTN,Derived,0.0,4,1.0297695777836036,474.6695699725042,1107.5470404596492,True,False
APRTO2,Derived,0.0,4,1.0297695777836036,474.6695699725042,1107.5470404596492,True,False
DIAT,Derived,0.0,4,1.033439495567279,600.9460163480588,1048.004260630196,True,False
NABTNO,Derived,0.0,4,1.0297695777836036,474.6695699725042,1107.5470404596492,True,False
PYDAMK,Derived,0.0,2,1.0245950564620416,608.779605628086,1375.9825278733904,True,False
SPMDAT1,Derived,0.0,1,1.0165450797533553,976.3411257485964,1245.23611415289,True,False
PDXPHT,Derived,0.0,2,1.024918699332309,543.211033754881,1391.7483986900236,True,False
34HPLFM,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
34HPPt2m,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
4HBZCOAFm,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
4HBZFm,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
COUCOAFm,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
DXHPScm,Derived,0.0,4,1.0724540649502907,56.726522904697866,517.7612870133181,True,True
GK2,Derived,0.0,4,1.0140516570086755,663.8125372282843,586.057135766757,True,False
MTAP,Derived,0.0,4,1.1076076847698233,36.162799289753885,611.832204181797,True,True
POLYAO,Derived,0.0,4,1.0297695777836036,474.6695699725042,1107.5470404596492,True,False
POLYAO2,Derived,0.0,4,1.033439495567279,600.9460163480588,1048.004260630196,True,False
PYAM5PO,Derived,0.0,2,1.0256127649756748,559.8880814755389,1303.572126471707,True,False
PYDXO,Derived,0.0,2,1.0256127649756748,559.8880814755389,1303.572126471707,True,False
RNTR1,Derived,0.0,4,1.0140516570086755,663.8125372282843,586.057135766757,True,False
T4HCINNMFM,Derived,0.0,4,1.021104977252374,522.6135602745734,873.8067447865083,True,False
THIORDXi,Derived,0.0,0,1.0122881390313196,1005.9624013665889,1579.8291109896734,True,False
FADDP,Derived,0.0,4,1.0152816397415028,753.2223183911287,1255.889917402455,True,False
SPMDOX,Derived,0.0,4,1.0122218214132337,1110.0844851329782,1551.292380056307,True,False
13DAMPPO,Derived,0.0,4,1.1112645519806432,29.290709611480526,457.75688145797164,True,True
DKMPPDb,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
DKMPPDa,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
4HBZtm,Derived,0.0,4,1.0115898924887852,721.0157016206641,885.0681961407416,True,False
ABTA,Derived,0.0,3,1.043713062623382,169.91714518387934,768.9769281174343,True,True
ABUTDm,Derived,0.0,4,1.1112645519806432,29.290709611480526,457.75688145797164,True,True
ADK1m,Derived,0.0,0,1.0109594793504402,1055.851562883201,1480.5711599335473,True,False
ADMDC,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
CHRPL,Derived,0.0,4,1.0115898924887852,721.0157016206641,885.0681961407416,True,False
FMNAT,Derived,0.0,4,1.0151873717348248,756.3787375906803,1212.0975340572825,True,False
GK1,Derived,0.0,4,1.0122950398298205,763.1060879182223,586.0571357667569,True,False
GLUDC,Derived,0.0,2,1.018617951948795,428.47368118117237,1284.5859045174063,True,False
MDRPD,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
MTRI,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
ORNDC,Derived,0.0,4,1.121337869181365,29.57373089593536,526.9397930250472,True,True
PPM,Derived,0.0,4,1.0271319351857833,474.5767721672147,948.2538674154089,True,False
PUNP1,Derived,0.0,4,1.0373945272747347,610.3877220181786,790.5434116017109,True,False
SPMS,Derived,0.0,4,1.121337869181365,29.57373089593536,526.9397930250472,True,True
SPRMS,Derived,0.0,4,1.028570871375724,582.1804179644297,968.6621660285114,True,False
SSALy,Derived,0.0,3,1.043713062623382,169.91714518387934,768.9769281174343,True,True
UNK3,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
ALDD22x,Derived,0.0,4,1.1092711990667892,34.76605425181273,613.3509472443552,True,True
POLYAO3,Derived,0.0,1,1.0200796203804412,1107.294467003434,750.7429718795648,True,False
rvHHVAA,Derived,0.0,4,1.0117918220836768,469.3487108921951,679.3879665382674,True,False
Ex_vHHV,Derived,0.0,4,1.0117918220836768,469.3487108921951,679.3879665382674,True,False
THMPe,Derived,0.0,4,1.0115336599278677,792.0266958287091,1028.997014566095,True,False
Coq1,Derived,1.9,4,1.0106908893928501,879.921025998565,1039.6490124036932,True,False
HEXDPtm,Derived,1.9,4,1.0106908893928501,879.921025998565,1039.6490124036932,True,False
GLCt1,Derived,5.9,3,1.5022680994680933,8.269004666491279,90.75618818205626,True,True
HEX1,Derived,5.9,3,1.5022680994680933,8.269004666491279,90.75618818205626,True,True
Ex_glc_D,Derived,5.9,3,1.5022680994680935,8.269004666491275,118.11148617962927,True,True
GLCt1,Derived,7.9,4,1.1522764651990816,19.662922270564096,1856.0237992801574,True,True
HEX1,Derived,7.9,4,1.1522764651990816,19.662922270564096,1856.0237992801574,True,True
Ex_glc_D,Derived,7.9,4,1.1522764651990816,19.662922270564096,1848.3007381778268,True,True
NADH2_u6mh,Derived,9.9,0,1.0114709476796422,3628.8697079800045,2092.254848461505,True,False
PHEPYRAT,Derived,9.9,0,1.0149196587127711,1021.7877436579276,1477.2633728677408,True,False
GLCCERS16d8,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GLCCERS16m9,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GLCCERS18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GLCCERS18d4,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GLCCERS18d8,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
GLCCERS18m9,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER4DS2d16,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER4DS2d18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
PYDXS,Derived,9.9,1,1.010331250636905,1655.49567197408,1451.5682972904617,True,False
CER8DS16,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER8DS18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER8DS2d16,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER8DS2d18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER9MET16,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CER9MET18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CERavg,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CERS2d16,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CERS2d18,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CERS424,Derived,9.9,0,1.010529793240295,3282.24053737347,532.6413086550044,True,False
CERS426,Derived,9.9,0,1.0105182743046037,3297.573487842191,532.6413086550044,True,False
GLCCERavg,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
IPCavg,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
IPCS118_PP,Derived,9.9,0,1.0107807119214909,3241.0498462937917,542.2781699836112,True,False
MIP2Cavg,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
MIPCavg,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
NADHter,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
NADter,Derived,9.9,0,1.0105203835411012,3294.49562235222,532.6413086550042,True,False
NADPHter,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
NADPter,Derived,9.9,0,1.0105203835411012,3294.49562235222,532.6413086550042,True,False
3C4MOPtm,Derived,9.9,0,1.0169103513241924,817.7465856338928,353.9060745573778,True,False
AASAD2,Derived,9.9,0,1.0138658473222693,1791.3456870414518,546.878557704384,True,False
AHMMPS,Derived,9.9,1,1.0105608275212987,2744.027391458438,922.6699517985312,True,False
MANNANter,Derived,9.9,0,1.010648478136953,3297.560533066125,531.1810803398661,True,False
SHSL1,Derived,9.9,0,1.0178122481611238,567.75724049294,466.2632934631359,True,False
SHSL4r,Derived,9.9,0,1.0178122481611238,567.7572404929379,466.2632934631359,True,False
TMN,Derived,9.9,1,1.0187580417608872,1147.7766394247867,2103.066500215636,True,False
CERS324,Derived,9.9,0,1.0105203835411012,3294.4956223522217,532.6413086550044,True,False
CERS326,Derived,9.9,0,1.0105182743046037,3297.573487842191,532.6413086550044,True,False
CYOR_u6m,Derived,9.9,0,1.0125194243529176,3466.8637651839317,934.9240736798369,True,False
PYMDSYN,Derived,9.9,1,1.010646780784978,2744.9874501459826,922.6699517985312,True,False
2OXOADPtim,Derived,9.9,0,1.0136496170679987,2012.8743071727301,546.878557704384,True,False
4ABZtm,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
ACACT1m,Derived,9.9,0,1.01050824854807,3299.700962088465,532.6413086550044,True,False
DHNPTtm,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
DHPSm,Derived,9.9,0,1.010483730784433,3293.0042446124967,532.6413086550044,True,False
